Nr_ankiety	pyt1	pyt2	pyt3	pyt4	pyt5	pyt6	Id_szkoly	Plec
a3318	3	2	4	1	3	2	S079	k
a3319	3	5	3	3	5	1	S079	m
a3320	1	1	4	3	4	3	S079	k
a3321	2	2	2	4	4	5	S079	m
a3322	3	1	1	2	2	3	S079	k
a3323	5	3	3	2	4	3	S079	k
a3324	2	3	3	4	4	5	S079	m
a3325	1	1	2	3	5	5	S079	m
a3326	4	1	4	3	3	4	S079	k
a3327	1	2	2	2	2	5	S079	m
a3328	3	1	2	3	4	1	S079	m
a3329	5	2	2	2	5	3	S079	k
a3330	5	1	2	1	1	2	S079	k
a3331	5	1	3	3	4	2	S079	k
a3332	5	1	2	4	3	4	S079	m
a3333	4	1	4	3	5	2	S079	k
a3334	2	2	4	1	5	5	S079	m
a3335	5	1	4	4	2	5	S079	k
a3336	1	1	3	4	5	2	S079	k
a3337	5	1	1	3	4	2	S079	k
a3338	2	1	3	2	5	1	S079	k
a3339	2	2	5	3	2	1	S079	k
a3340	3	1	2	3	1	1	S079	k
a3341	4	1	2	4	4	1	S079	k
a3342	3	2	2	3	2	2	S079	k
a3343	4	1	4	3	2	3	S079	k
a3344	4	2	1	3	4	4	S079	k
a3345	1	2	1	1	4	5	S079	k
a3346	2	3	3	4	2	4	S080	k
a3347	1	1	4	2	3	1	S080	m
a3348	2	2	4	3	3	1	S080	m
a3349	4	2	2	4	4	1	S080	m
a3350	5	3	4	5	4	3	S080	m
a3351	5	2	2	4	3	3	S080	k
a3352	5	2	2	2	2	3	S080	k
a3353	2	3	1	3	5	5	S080	k
a3354	4	1	4	3	3	4	S080	m
a3355	4	2	3	3	3	1	S080	k
a3356	2	2	5	2	3	3	S080	m
a3357	4	1	1	1	5	1	S080	k
a3358	3	3	3	1	1	5	S080	k
a3359	4	3	4	3	5	5	S080	m
a3360	5	1	2	3	1	1	S080	m
a3361	4	3	4	4	2	1	S080	k
a3362	3	1	4	4	1	2	S080	k
a3363	5	2	4	3	1	1	S080	m
a3364	1	1	3	3	3	2	S080	m
a3365	5	2	4	4	5	1	S080	m
a3366	5	2	2	1	4	2	S080	k
a3367	4	3	4	1	2	3	S080	m
a3368	4	2	2	1	1	3	S080	k
a3369	5	3	4	2	5	3	S080	m
a3370	3	1	2	4	5	4	S080	k
a3371	2	3	5	3	4	4	S080	k
a3372	3	2	5	4	1	3	S080	k
a3373	4	2	3	3	4	3	S080	k
a3374	1	2	4	3	2	4	S080	m
a3375	2	2	2	1	2	5	S080	m
a3376	3	1	2	4	4	2	S080	k
a3377	4	3	1	4	1	2	S080	k
a3378	5	2	3	1	3	1	S080	m
a3379	4	3	2	1	4	5	S080	m
a3380	1	1	2	3	3	3	S080	m
a3381	1	2	2	5	4	3	S080	m
a3382	5	1	1	1	5	1	S080	m
a3383	5	3	5	4	3	1	S080	m
a3384	4	2	3	4	5	1	S080	m
a3385	2	2	3	2	1	2	S080	m
a3386	4	3	1	1	1	3	S080	m
a3387	5	2	4	1	1	4	S080	m
a3388	3	3	5	3	5	5	S080	m
a3389	1	3	3	3	3	3	S081	k
a3390	1	2	2	3	2	5	S081	m
a3391	3	1	3	4	1	4	S081	m
a3392	1	1	1	2	5	1	S081	m
a3393	4	2	4	3	1	3	S081	k
a3394	2	1	1	3	4	2	S081	m
a3395	1	4	4	3	5	3	S081	m
a3396	2	4	1	4	2	2	S081	m
a3397	4	2	4	4	3	3	S081	k
a3398	4	1	5	1	4	3	S081	k
a3399	3	1	3	3	2	3	S081	m
a3400	5	2	2	3	2	2	S081	k
a3401	1	4	1	3	4	1	S081	m
a3402	3	4	1	3	1	1	S081	m
a3403	4	1	2	1	5	3	S081	k
a3404	2	4	3	5	1	3	S081	m
a3405	4	1	1	1	3	2	S081	k
a3406	2	4	1	3	1	1	S081	k
a3407	3	4	3	1	4	5	S081	k
a3408	3	4	4	3	4	4	S081	m
a3409	3	1	2	3	2	5	S081	k
a3410	5	2	1	1	4	4	S081	m
a3411	1	3	3	2	2	2	S081	k
a3412	5	3	1	4	5	2	S081	k
a3413	1	2	4	1	2	3	S081	m
a3414	3	2	3	3	3	2	S081	m
a3415	5	1	1	1	1	4	S081	m
a3416	1	2	1	4	4	5	S081	k
a3417	2	4	3	3	5	5	S081	k
a3418	2	1	3	2	3	3	S081	m
a3419	5	3	2	2	3	5	S081	m
a3420	2	1	4	4	5	1	S081	m
a3421	5	2	5	4	5	1	S081	m
a3422	1	3	1	1	2	1	S081	m
a3423	1	2	2	1	1	5	S081	m
a3424	1	1	3	3	5	4	S081	m
a3425	5	3	1	1	3	4	S081	m
a3426	2	2	1	4	1	5	S081	m
a3427	1	1	3	3	1	1	S081	m
a3428	4	3	4	2	1	5	S081	m
a3429	4	2	1	3	2	1	S081	m
a3430	2	1	5	3	3	2	S081	m
a3431	1	4	3	3	4	4	S081	m
a3432	3	2	2	2	3	4	S082	k
a3433	4	1	1	2	3	2	S082	m
a3434	4	3	3	2	2	4	S082	m
a3435	5	2	1	3	3	2	S082	k
a3436	4	1	4	3	5	3	S082	k
a3437	4	1	2	4	1	4	S082	k
a3438	3	2	2	3	1	1	S082	m
a3439	3	1	1	2	1	4	S082	m
a3440	5	2	2	3	5	1	S082	m
a3441	2	1	2	3	4	4	S082	k
a3442	1	3	3	2	5	1	S082	m
a3443	2	1	3	4	2	2	S082	k
a3444	1	1	3	2	2	3	S082	k
a3445	4	2	4	4	5	5	S082	k
a3446	5	1	2	3	3	1	S082	m
a3447	1	2	4	3	5	2	S082	m
a3448	2	1	2	2	3	1	S082	m
a3449	1	1	5	1	4	4	S082	m
a3450	1	2	2	1	5	5	S082	k
a3451	1	2	3	1	3	2	S082	m
a3452	1	2	2	4	1	5	S082	k
a3453	2	2	2	4	3	4	S082	m
a3454	5	1	1	3	4	1	S082	k
a3455	5	2	2	2	2	3	S082	k
a3456	1	3	4	5	4	1	S082	k
a3457	1	2	3	3	1	1	S082	m
a3458	2	2	4	1	1	5	S082	m
a3459	5	1	2	2	1	4	S082	m
a3460	3	1	4	3	2	2	S082	m
a3461	4	1	3	2	2	2	S082	k
a3462	5	2	5	1	4	4	S082	m
a3463	4	1	1	1	5	1	S082	k
a3464	3	5	1	2	5	5	S082	k
a3465	1	1	1	4	4	3	S082	k
a3466	4	2	2	3	3	1	S082	k
a3467	3	1	2	3	4	3	S082	k
a3468	1	2	2	3	3	3	S082	k
a3469	4	2	2	1	5	4	S082	k
a3470	2	2	3	3	5	5	S082	k
a3471	1	2	5	2	1	4	S082	k
a3472	4	2	3	3	5	4	S082	k
a3473	2	2	2	2	1	2	S082	k
a3474	1	3	2	3	4	2	S082	k
a3475	2	1	5	3	1	2	S083	k
a3476	1	2	4	3	1	2	S083	m
a3477	1	1	2	3	5	1	S083	k
a3478	1	4	2	2	4	1	S083	m
a3479	2	1	3	4	2	2	S083	m
a3480	5	1	5	2	5	3	S083	k
a3481	4	2	2	4	3	3	S083	k
a3482	5	3	1	2	5	3	S083	m
a3483	2	4	3	1	1	1	S083	m
a3484	2	3	3	4	3	4	S083	m
a3485	5	2	2	4	2	1	S083	k
a3486	2	1	4	3	3	3	S083	m
a3487	1	3	4	2	2	5	S083	m
a3488	2	1	5	3	3	2	S083	m
a3489	1	3	3	1	1	3	S083	k
a3490	1	2	4	3	2	2	S083	k
a3491	5	2	3	2	4	1	S083	m
a3492	2	4	2	3	2	3	S083	m
a3493	5	2	2	1	4	4	S083	k
a3494	5	2	4	5	4	1	S083	m
a3495	4	4	3	3	5	3	S083	m
a3496	2	4	4	2	1	3	S083	k
a3497	5	3	1	3	3	2	S083	k
a3498	3	3	2	3	3	4	S083	k
a3499	2	3	4	2	3	2	S083	k
a3500	3	1	2	3	5	4	S083	k
a3501	1	4	1	1	3	4	S083	m
a3502	4	3	3	3	2	5	S083	m
a3503	2	1	2	2	5	1	S083	k
a3504	4	3	4	1	3	1	S083	k
a3505	5	2	5	3	3	2	S083	m
a3506	1	3	2	3	2	5	S083	m
a3507	2	1	5	4	3	3	S083	k
a3508	3	1	3	2	4	1	S083	k
a3509	3	2	1	3	5	1	S083	k
a3510	2	2	3	1	3	5	S083	k
a3511	4	2	2	3	3	3	S083	k
a3512	5	2	2	4	5	5	S083	k
a3513	1	1	1	3	1	5	S083	k
a3514	2	2	2	2	5	1	S083	k
a3515	3	2	1	4	1	1	S083	k
a3516	4	3	1	4	1	3	S083	k
a3517	1	1	4	3	1	5	S083	k
a3518	5	4	2	3	3	5	S084	k
a3519	1	2	4	3	3	2	S084	m
a3520	2	2	4	4	1	5	S084	m
a3521	1	1	3	3	4	1	S084	m
a3522	2	3	1	1	1	4	S084	m
a3523	4	2	1	1	2	1	S084	m
a3524	3	3	1	5	3	3	S084	m
a3525	2	2	1	4	2	1	S084	k
a3526	1	2	1	1	4	2	S084	k
a3527	4	1	4	2	3	1	S084	k
a3528	5	2	3	1	5	5	S084	m
a3529	5	4	3	3	4	5	S084	k
a3530	1	2	3	3	3	2	S084	m
a3531	3	2	1	1	1	5	S084	m
a3532	2	2	1	4	5	3	S084	m
a3533	5	3	1	3	2	5	S084	m
a3534	1	3	1	3	2	3	S084	k
a3535	2	4	2	4	3	1	S084	k
a3536	3	4	2	3	4	2	S084	m
a3537	4	4	1	3	3	1	S084	k
a3538	2	2	3	1	4	3	S084	k
a3539	2	2	1	3	4	1	S084	k
a3540	5	1	5	3	1	2	S084	k
a3541	5	2	2	2	3	2	S084	k
a3542	3	1	2	1	1	1	S084	m
a3543	5	2	4	3	5	4	S084	k
a3544	1	2	3	2	2	1	S084	m
a3545	1	3	1	3	2	4	S084	m
a3546	2	1	4	1	4	4	S084	m
a3547	4	2	1	1	5	1	S084	m
a3548	1	2	3	4	4	5	S084	m
a3549	4	1	4	3	1	3	S084	m
a3550	4	3	3	3	3	4	S084	k
a3551	2	2	3	2	5	5	S084	k
a3552	4	2	5	3	3	5	S084	k
a3553	1	3	3	3	1	2	S084	k
a3554	2	2	1	3	1	5	S084	k
a3555	5	3	3	2	2	4	S084	k
a3556	1	2	1	1	5	5	S084	k
a3557	4	1	1	4	2	2	S084	k
a3558	2	2	2	3	2	4	S084	k
a3559	3	1	4	2	4	3	S084	k
a3560	3	1	2	3	1	2	S084	k
a3561	2	2	2	4	5	4	S085	m
a3562	3	3	1	3	5	4	S085	k
a3563	3	1	3	2	1	4	S085	k
a3564	5	4	1	2	5	2	S085	k
a3565	3	1	1	2	2	3	S085	k
a3566	3	2	1	4	5	5	S085	m
a3567	4	4	2	1	5	5	S085	k
a3568	2	4	1	2	3	5	S085	k
a3569	3	1	3	3	3	3	S085	m
a3570	1	3	2	3	4	5	S085	m
a3571	4	3	1	4	5	5	S085	m
a3572	4	4	1	1	3	1	S085	k
a3573	5	4	1	2	1	3	S085	m
a3574	3	3	5	1	5	1	S085	m
a3575	1	3	3	1	1	5	S085	k
a3576	4	2	2	4	5	2	S085	m
a3577	4	2	1	2	1	3	S085	k
a3578	3	3	1	2	4	4	S085	k
a3579	3	1	2	1	5	1	S085	m
a3580	5	3	3	2	5	5	S085	k
a3581	1	2	2	1	3	5	S085	m
a3582	4	1	2	4	1	5	S085	m
a3583	4	1	1	2	4	5	S085	m
a3584	1	4	4	1	5	4	S085	k
a3585	4	4	1	1	2	4	S085	m
a3586	4	3	1	3	3	2	S085	k
a3587	2	3	5	3	5	1	S085	k
a3588	4	1	4	1	4	2	S085	k
a3589	5	1	1	2	5	3	S085	m
a3590	2	2	4	1	5	4	S085	k
a3591	5	3	5	4	1	4	S085	k
a3592	3	3	4	3	4	4	S085	k
a3593	5	1	2	1	1	2	S085	m
a3594	4	1	4	3	1	3	S085	m
a3595	1	3	3	4	1	3	S085	m
a3596	5	4	3	1	4	1	S085	m
a3597	2	3	1	3	2	2	S085	m
a3598	4	1	5	2	2	3	S085	m
a3599	3	2	3	4	1	3	S085	m
a3600	4	1	2	4	3	5	S085	m
a3601	4	4	4	1	1	5	S085	m
a3602	5	1	2	3	2	4	S085	m
a3603	3	2	2	3	4	2	S085	m
a3604	2	2	3	1	5	4	S086	m
a3605	3	2	3	3	5	5	S086	m
a3606	5	2	4	1	4	5	S086	m
a3607	5	2	3	1	2	5	S086	k
a3608	1	2	1	3	3	4	S086	m
a3609	5	3	2	4	2	1	S086	m
a3610	2	2	1	3	3	1	S086	m
a3611	2	1	1	3	2	2	S086	k
a3612	3	2	1	1	3	1	S086	k
a3613	4	2	3	1	2	4	S086	m
a3614	1	2	3	3	5	5	S086	m
a3615	1	2	2	3	5	4	S086	m
a3616	5	2	4	3	3	1	S086	m
a3617	4	3	2	2	2	4	S086	k
a3618	4	2	1	5	2	5	S086	k
a3619	5	2	2	2	5	2	S086	m
a3620	1	2	2	3	4	1	S086	m
a3621	1	3	5	4	5	3	S086	k
a3622	3	5	2	3	5	3	S086	k
a3623	5	2	5	2	2	1	S086	m
a3624	1	2	4	3	3	2	S086	k
a3625	4	2	5	3	1	4	S086	m
a3626	4	3	4	2	4	4	S086	m
a3627	3	1	2	3	3	5	S086	m
a3628	3	2	2	4	2	5	S086	m
a3629	5	5	1	1	1	4	S086	k
a3630	5	1	4	4	2	1	S086	k
a3631	3	5	4	2	3	5	S086	k
a3632	5	2	1	3	1	1	S086	m
a3633	4	1	2	3	1	4	S086	m
a3634	1	2	5	4	2	4	S086	m
a3635	2	4	2	3	1	3	S086	m
a3636	2	1	4	4	1	2	S086	m
a3637	2	3	1	3	1	1	S086	m
a3638	5	1	4	3	2	4	S086	m
a3639	1	5	4	1	5	1	S086	m
a3640	3	4	3	2	2	3	S086	m
a3641	1	4	4	1	4	1	S086	m
a3642	1	5	4	1	3	1	S086	m
a3643	4	2	1	3	1	4	S086	m
a3644	2	1	2	3	4	3	S086	m
a3645	2	4	5	1	2	3	S086	m
a3646	1	4	4	3	2	4	S086	m
a3647	3	1	2	3	3	1	S087	m
a3648	5	2	1	1	1	4	S087	k
a3649	1	3	4	4	5	3	S087	m
a3650	4	2	2	1	3	5	S087	m
a3651	3	2	2	3	5	5	S087	m
a3652	4	2	3	3	4	1	S087	k
a3653	4	2	3	2	3	4	S087	m
a3654	3	3	1	3	5	2	S087	m
a3655	1	1	2	4	3	4	S087	k
a3656	2	2	2	3	4	3	S087	m
a3657	5	3	2	4	2	3	S087	k
a3658	1	3	3	1	1	3	S087	k
a3659	1	1	2	4	3	2	S087	m
a3660	5	1	4	3	3	4	S087	k
a3661	5	2	2	3	1	1	S087	m
a3662	1	1	2	3	3	4	S087	k
a3663	2	2	3	1	3	2	S087	k
a3664	3	2	1	1	4	2	S087	m
a3665	1	2	3	4	3	5	S087	k
a3666	2	2	4	3	5	5	S087	k
a3667	1	1	2	3	1	3	S087	m
a3668	4	3	4	4	3	2	S087	m
a3669	4	1	2	4	1	4	S087	m
a3670	5	2	2	3	2	3	S087	k
a3671	5	3	2	4	3	2	S087	k
a3672	1	2	5	4	5	3	S087	m
a3673	5	2	3	4	5	4	S087	m
a3674	3	2	2	2	2	4	S087	m
a3675	4	3	1	1	1	4	S087	k
a3676	5	4	3	5	5	4	S087	m
a3677	5	3	2	4	4	3	S087	m
a3678	2	2	1	3	5	3	S087	k
a3679	5	2	3	2	5	2	S087	k
a3680	4	3	3	3	5	5	S087	k
a3681	2	2	1	4	4	1	S087	k
a3682	2	4	2	3	2	5	S087	k
a3683	5	2	1	1	5	1	S087	k
a3684	5	2	3	1	4	4	S087	k
a3685	5	2	2	5	1	2	S087	k
a3686	1	2	1	2	1	5	S087	k
a3687	4	3	3	1	2	3	S087	k
a3688	3	2	5	4	5	5	S087	k
a3689	5	1	3	3	3	1	S087	k
a3690	3	2	2	3	4	5	S088	m
a3691	3	4	3	3	1	2	S088	m
a3692	5	4	3	4	2	4	S088	m
a3693	2	2	4	3	2	2	S088	m
a3694	3	2	5	1	3	4	S088	k
a3695	5	1	2	1	2	2	S088	m
a3696	5	1	3	3	4	1	S088	k
a3697	1	3	2	1	2	3	S088	m
a3698	4	1	1	2	2	1	S088	k
a3699	1	2	4	1	5	4	S088	k
a3700	5	2	1	1	1	2	S088	m
a3701	3	2	2	3	2	5	S088	m
a3702	3	2	1	1	2	1	S088	k
a3703	3	4	2	3	1	4	S088	m
a3704	1	2	3	2	5	4	S088	m
a3705	4	1	5	1	2	1	S088	m
a3706	3	3	1	3	1	2	S088	m
a3707	4	3	1	1	1	4	S088	k
a3708	3	2	1	2	2	2	S088	k
a3709	3	1	3	3	5	2	S088	m
a3710	3	2	3	2	1	2	S088	k
a3711	1	2	1	3	2	3	S088	k
a3712	1	2	4	3	3	2	S088	k
a3713	5	2	1	3	5	1	S088	k
a3714	4	4	1	4	4	2	S088	k
a3715	5	2	1	1	2	5	S088	m
a3716	3	3	3	4	1	2	S088	k
a3717	2	2	4	1	5	3	S088	k
a3718	2	2	3	3	1	5	S088	k
a3719	3	1	3	2	3	5	S088	m
a3720	4	3	2	4	4	4	S088	k
a3721	3	2	5	4	5	4	S088	m
a3722	5	2	3	3	4	3	S088	k
a3723	4	2	1	3	1	2	S088	k
a3724	3	3	2	2	1	4	S088	k
a3725	5	1	2	4	5	3	S088	k
a3726	3	4	4	3	5	2	S088	k
a3727	2	1	3	4	3	4	S088	k
a3728	5	2	4	4	5	2	S088	k
a3729	2	2	1	3	2	4	S088	k
a3730	1	2	1	3	3	4	S088	k
a3731	2	1	1	4	3	1	S088	k
a3732	3	2	5	4	5	2	S088	k
a3733	3	3	4	1	2	3	S089	k
a3734	4	4	2	1	2	5	S089	k
a3735	3	1	1	2	3	3	S089	k
a3736	2	2	2	1	3	3	S089	m
a3737	2	3	3	4	1	1	S089	m
a3738	3	2	2	2	4	3	S089	m
a3739	3	1	1	3	1	4	S089	m
a3740	3	2	1	2	4	5	S089	k
a3741	5	1	3	3	5	4	S089	m
a3742	4	4	4	4	4	4	S089	m
a3743	3	2	1	2	2	1	S089	k
a3744	2	3	4	3	2	5	S089	k
a3745	3	3	4	2	1	2	S089	m
a3746	4	3	1	2	1	2	S089	k
a3747	2	4	2	3	1	3	S089	k
a3748	5	1	2	2	3	1	S089	k
a3749	5	3	2	4	2	5	S089	k
a3750	2	1	3	3	4	4	S089	m
a3751	1	3	4	5	1	2	S089	m
a3752	4	3	1	3	4	1	S089	m
a3753	2	3	2	3	4	2	S089	k
a3754	1	3	1	1	4	5	S089	k
a3755	3	2	4	2	3	1	S089	k
a3756	4	2	2	3	1	5	S089	m
a3757	3	2	3	4	3	1	S089	m
a3758	2	2	3	3	1	3	S089	m
a3759	3	1	3	4	1	2	S089	m
a3760	3	2	2	3	2	2	S089	k
a3761	5	3	2	4	5	4	S089	k
a3762	5	2	1	2	4	5	S089	k
a3763	1	4	4	1	5	1	S089	m
a3764	2	4	1	4	1	3	S089	m
a3765	2	1	3	4	3	1	S089	k
a3766	4	1	4	3	4	1	S089	k
a3767	4	2	2	3	2	2	S089	k
a3768	4	2	2	4	5	2	S089	k
a3769	1	1	4	5	2	5	S089	k
a3770	3	2	2	3	4	5	S089	k
a3771	5	4	4	1	1	1	S089	k
a3772	4	3	3	3	3	1	S089	k
a3773	5	2	3	3	5	4	S089	k
a3774	3	2	1	3	2	5	S089	k
a3775	2	2	4	3	3	1	S089	k
a3776	3	5	1	4	4	5	S090	m
a3777	5	1	4	2	1	2	S090	m
a3778	3	2	3	3	1	5	S090	k
a3779	3	4	3	5	4	5	S090	m
a3780	4	1	1	3	5	2	S090	k
a3781	2	5	2	3	2	3	S090	k
a3782	1	4	1	1	3	5	S090	k
a3783	1	4	5	4	1	5	S090	k
a3784	3	1	3	3	2	4	S090	m
a3785	5	4	2	1	5	3	S090	m
a3786	1	5	1	3	2	5	S090	k
a3787	5	3	4	2	3	5	S090	m
a3788	5	2	4	3	3	2	S090	k
a3789	1	4	2	2	1	4	S090	m
a3790	3	1	5	3	5	5	S090	m
a3791	1	4	5	2	2	5	S090	m
a3792	5	4	5	2	4	1	S090	k
a3793	2	1	4	2	3	5	S090	m
a3794	5	3	1	3	5	2	S090	m
a3795	2	4	5	4	3	1	S090	m
a3796	3	3	1	3	1	3	S090	m
a3797	2	4	1	5	2	1	S090	m
a3798	4	3	3	3	1	2	S090	m
a3799	5	2	1	4	4	1	S090	m
a3800	5	4	4	4	5	3	S090	k
a3801	5	4	3	1	1	4	S090	m
a3802	2	4	3	4	5	3	S090	m
a3803	3	4	1	1	3	2	S090	m
a3804	3	3	2	5	1	4	S090	k
a3805	5	3	4	3	2	1	S090	k
a3806	3	1	1	4	4	5	S090	k
a3807	2	1	1	4	5	5	S090	m
a3808	5	1	5	1	4	3	S090	k
a3809	5	1	5	3	2	2	S090	k
a3810	3	4	1	1	2	1	S090	k
a3811	5	4	5	2	2	4	S090	k
a3812	3	3	3	1	2	5	S090	k
a3813	1	3	4	2	2	1	S090	k
a3814	3	1	2	3	2	2	S090	k
a3815	3	2	2	3	5	2	S090	k
a3816	4	1	1	2	3	3	S090	k
a3817	3	2	3	3	2	5	S090	k
a3818	5	2	4	3	3	4	S090	k
a3819	1	4	2	3	5	2	S091	m
a3820	3	4	3	3	4	2	S091	k
a3821	5	1	3	2	4	1	S091	m
a3822	4	3	2	5	1	3	S091	k
a3823	4	4	1	3	5	1	S091	m
a3824	4	2	3	4	5	5	S091	k
a3825	3	2	1	3	2	1	S091	k
a3826	5	4	1	3	1	1	S091	m
a3827	1	4	1	4	3	3	S091	k
a3828	4	4	2	1	4	3	S091	m
a3829	5	1	1	4	3	3	S091	m
a3830	2	2	1	1	4	5	S091	m
a3831	2	2	3	3	3	5	S091	k
a3832	4	1	2	2	4	1	S091	m
a3833	4	1	4	1	4	5	S091	m
a3834	1	4	1	3	3	3	S091	k
a3835	1	3	2	1	4	1	S091	k
a3836	1	2	5	1	3	3	S091	k
a3837	3	2	1	4	2	5	S091	m
a3838	5	5	3	3	4	3	S091	m
a3839	4	1	2	2	5	4	S091	k
a3840	1	2	5	2	4	5	S091	k
a3841	3	1	1	1	1	4	S091	k
a3842	2	4	1	4	5	1	S091	m
a3843	2	4	1	4	1	4	S091	k
a3844	1	1	4	3	4	3	S091	m
a3845	3	1	2	3	3	4	S091	k
a3846	2	1	1	3	5	4	S091	k
a3847	3	3	2	2	3	3	S091	k
a3848	1	2	2	2	2	3	S091	k
a3849	2	4	4	3	3	2	S091	m
a3850	2	5	2	3	5	2	S091	m
a3851	4	1	1	1	4	3	S091	m
a3852	5	1	3	3	4	2	S091	m
a3853	2	4	2	4	4	1	S091	m
a3854	4	1	3	2	3	1	S091	m
a3855	5	4	2	4	2	5	S091	m
a3856	2	4	1	3	4	1	S091	m
a3857	5	1	2	3	4	2	S091	m
a3858	3	1	2	3	3	1	S091	m
a3859	2	3	2	1	5	3	S091	m
a3860	4	1	2	4	4	1	S091	m
a3861	2	4	1	1	2	3	S091	m
a3862	2	4	2	3	4	5	S092	m
a3863	5	4	3	1	1	3	S092	m
a3864	3	3	2	4	3	5	S092	k
a3865	3	1	1	3	4	4	S092	m
a3866	5	2	2	4	2	4	S092	m
a3867	2	2	2	2	4	5	S092	m
a3868	4	1	1	2	1	2	S092	m
a3869	2	1	4	3	2	5	S092	m
a3870	2	3	2	3	3	5	S092	m
a3871	3	2	3	3	2	1	S092	m
a3872	2	1	1	2	5	3	S092	k
a3873	2	1	3	3	4	3	S092	k
a3874	5	1	2	1	1	5	S092	k
a3875	4	1	4	3	1	3	S092	m
a3876	4	1	4	4	3	4	S092	k
a3877	5	1	3	2	5	3	S092	k
a3878	4	1	1	2	1	1	S092	k
a3879	3	1	2	2	2	3	S092	m
a3880	2	2	1	1	2	5	S092	m
a3881	4	2	2	3	2	2	S092	k
a3882	5	2	2	1	2	3	S092	k
a3883	4	2	4	4	4	5	S092	k
a3884	3	1	3	4	3	4	S092	k
a3885	5	2	1	4	1	1	S092	m
a3886	3	2	1	3	1	5	S092	m
a3887	3	3	3	4	3	5	S092	k
a3888	3	3	1	2	1	4	S092	m
a3889	4	2	3	3	2	3	S092	k
a3890	2	1	3	1	1	3	S092	m
a3891	3	1	2	4	5	1	S092	m
a3892	5	2	4	4	1	1	S092	m
a3893	3	1	2	1	5	3	S092	m
a3894	3	2	3	4	4	1	S092	m
a3895	5	1	4	4	4	1	S092	m
a3896	3	1	3	2	1	1	S092	m
a3897	5	1	1	3	5	5	S092	m
a3898	5	1	2	4	1	2	S092	m
a3899	2	3	1	4	5	3	S092	m
a3900	2	1	2	3	2	1	S092	m
a3901	2	3	3	1	4	3	S092	m
a3902	3	3	1	3	4	1	S092	m
a3903	5	2	3	3	4	5	S092	m
a3904	3	2	1	3	4	1	S092	m
a3905	4	3	1	1	1	4	S093	k
a3906	1	1	3	4	1	2	S093	k
a3907	3	4	4	3	3	3	S093	m
a3908	3	1	1	2	2	1	S093	m
a3909	1	3	2	3	1	3	S093	k
a3910	3	3	2	4	2	2	S093	m
a3911	2	1	2	4	1	2	S093	k
a3912	5	2	1	1	4	4	S093	k
a3913	3	1	4	3	5	3	S093	k
a3914	3	2	1	1	2	1	S093	m
a3915	3	3	2	5	5	1	S093	m
a3916	3	3	4	1	4	5	S093	m
a3917	2	4	3	3	3	4	S093	k
a3918	2	2	5	2	2	1	S093	k
a3919	1	2	1	2	2	2	S093	k
a3920	4	4	3	3	4	4	S093	m
a3921	4	3	3	4	2	3	S093	k
a3922	1	3	2	1	2	5	S093	m
a3923	2	3	3	3	1	4	S093	k
a3924	2	2	2	1	5	1	S093	k
a3925	3	1	4	4	3	5	S093	m
a3926	2	4	1	3	1	1	S093	m
a3927	3	4	3	4	1	4	S093	k
a3928	1	3	1	3	1	1	S093	k
a3929	3	2	2	2	3	1	S093	k
a3930	5	1	4	3	1	5	S093	k
a3931	3	1	4	2	5	1	S093	k
a3932	3	2	5	3	4	3	S093	k
a3933	1	2	5	2	3	2	S093	m
a3934	2	3	4	4	1	1	S093	k
a3935	5	3	2	4	5	4	S093	m
a3936	2	1	4	3	3	2	S093	k
a3937	4	1	1	1	4	5	S093	m
a3938	5	3	1	3	4	4	S093	m
a3939	2	2	3	3	1	3	S093	m
a3940	4	3	4	1	4	1	S093	m
a3941	2	2	1	2	2	2	S093	m
a3942	4	2	3	3	3	2	S093	m
a3943	1	1	1	3	4	2	S093	m
a3944	2	2	2	4	3	5	S093	m
a3945	1	1	2	1	1	2	S093	m
a3946	2	3	4	1	3	4	S093	m
a3947	2	2	2	5	3	3	S093	m
a3948	1	1	5	3	2	1	S094	k
a3949	3	1	4	3	2	1	S094	m
a3950	5	2	2	4	2	3	S094	k
a3951	4	3	4	3	4	3	S094	m
a3952	5	2	3	2	4	5	S094	k
a3953	3	3	3	3	5	2	S094	k
a3954	4	3	1	3	5	4	S094	m
a3955	3	2	3	1	3	1	S094	m
a3956	2	3	2	3	2	1	S094	k
a3957	2	2	2	1	4	3	S094	m
a3958	2	1	1	2	2	4	S094	k
a3959	1	1	2	2	2	3	S094	k
a3960	5	2	3	3	2	2	S094	m
a3961	2	3	1	2	2	4	S094	m
a3962	5	1	4	5	2	1	S094	m
a3963	3	2	3	2	5	5	S094	k
a3964	4	2	5	2	3	4	S094	m
a3965	4	2	3	5	4	3	S094	m
a3966	3	2	2	2	1	5	S094	k
a3967	5	2	2	2	2	3	S094	k
a3968	4	2	1	2	1	3	S094	k
a3969	4	3	2	1	3	5	S094	k
a3970	4	2	5	4	4	2	S094	m
a3971	1	3	3	3	1	1	S094	k
a3972	2	2	1	2	2	4	S094	k
a3973	5	1	3	2	4	5	S094	m
a3974	4	2	1	2	4	2	S094	k
a3975	3	2	2	5	5	4	S094	k
a3976	1	3	2	2	3	1	S094	k
a3977	1	2	5	2	2	5	S094	k
a3978	5	1	2	3	3	5	S094	m
a3979	4	2	3	1	1	2	S094	k
a3980	2	3	4	2	1	2	S094	k
a3981	2	1	3	3	2	1	S094	k
